"","YEAR","AGE","income_bound","EDUC","female","religious","married","widowed","divorced","separated","have_children","white","happy","ft_employed","pt_employed","unemployed","retired","in_education","home_maker","work_status_other","c_age"
"296",1991,39,19,13,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,-7.34611428368744
"297",1991,33,20,14,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,-13.3461142836874
"298",1991,48,19,12,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1.65388571631256
"299",1991,31,3,12,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,-15.3461142836874
"300",1991,67,8,11,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,20.6538857163126
"301",1991,30,12,12,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,-16.3461142836874
"302",1991,30,2,12,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-16.3461142836874
"304",1991,29,16,16,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-17.3461142836874
"305",1991,26,12,13,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-20.3461142836874
"306",1991,23,11,16,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-23.3461142836874
"307",1991,21,9,14,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-25.3461142836874
"308",1991,87,15,8,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,40.6538857163126
"309",1991,30,18,14,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-16.3461142836874
"310",1991,83,3,8,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,36.6538857163126
"311",1991,80,5,8,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,33.6538857163126
"312",1991,89,4,10,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,42.6538857163126
"313",1991,53,17,12,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,6.65388571631256
"314",1991,62,18,12,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,15.6538857163126
"315",1991,59,18,15,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,12.6538857163126
"316",1991,35,20,16,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,-11.3461142836874
"317",1991,36,21,19,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,-10.3461142836874
"318",1991,42,18,14,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,-4.34611428368744
"319",1991,34,18,17,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,-12.3461142836874
"320",1991,33,16,12,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,-13.3461142836874
"322",1991,74,11,14,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,27.6538857163126
"324",1991,50,18,17,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,3.65388571631256
"325",1991,52,18,12,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,5.65388571631256
"326",1991,71,10,10,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,24.6538857163126
"327",1991,34,21,14,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,-12.3461142836874
"329",1991,53,18,12,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,6.65388571631256
"330",1991,43,16,14,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-3.34611428368744
"331",1991,30,17,13,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-16.3461142836874
"332",1991,57,15,12,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,10.6538857163126
"333",1991,57,14,12,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,10.6538857163126
"334",1991,39,17,13,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,-7.34611428368744
"336",1991,74,9,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,27.6538857163126
"337",1991,73,19,14,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,26.6538857163126
"338",1991,27,18,14,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,-19.3461142836874
"340",1991,66,12,13,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,19.6538857163126
"341",1991,73,10,12,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,26.6538857163126
"342",1991,41,15,16,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-5.34611428368744
"343",1991,59,20,15,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,12.6538857163126
"344",1991,36,17,16,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-10.3461142836874
"345",1991,52,19,16,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,5.65388571631256
"347",1991,40,19,14,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-6.34611428368744
"348",1991,29,18,17,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-17.3461142836874
"349",1991,24,20,16,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,-22.3461142836874
"350",1991,40,21,14,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-6.34611428368744
"351",1991,46,20,12,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,-0.346114283687442
"352",1991,36,15,12,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-10.3461142836874
"353",1991,39,21,16,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,-7.34611428368744
"354",1991,38,20,20,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-8.34611428368744
"355",1991,60,20,16,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,13.6538857163126
"356",1991,64,17,13,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,17.6538857163126
"357",1991,43,21,16,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-3.34611428368744
"358",1991,28,17,16,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-18.3461142836874
"359",1991,69,20,13,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,22.6538857163126
"360",1991,52,18,14,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,5.65388571631256
"361",1991,36,21,16,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-10.3461142836874
"362",1991,50,15,16,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,3.65388571631256
"363",1991,36,20,16,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,-10.3461142836874
"364",1991,76,18,12,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,29.6538857163126
"365",1991,45,13,12,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,-1.34611428368744
"366",1991,48,17,12,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1.65388571631256
"367",1991,52,21,12,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,5.65388571631256
"368",1991,43,19,12,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-3.34611428368744
"371",1991,69,11,12,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,22.6538857163126
"372",1991,72,10,18,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,25.6538857163126
"374",1991,54,13,10,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,7.65388571631256
"375",1991,39,15,13,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,-7.34611428368744
"376",1991,29,20,15,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,-17.3461142836874
"377",1991,76,12,12,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,29.6538857163126
"379",1991,28,14,12,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,-18.3461142836874
"380",1991,34,16,14,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-12.3461142836874
"381",1991,25,15,14,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-21.3461142836874
"382",1991,41,18,13,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,-5.34611428368744
"383",1991,32,11,12,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-14.3461142836874
"384",1991,55,15,17,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,8.65388571631256
"385",1991,35,15,9,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,-11.3461142836874
"387",1991,76,2,15,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,29.6538857163126
"388",1991,36,17,12,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,-10.3461142836874
"390",1991,36,13,12,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,-10.3461142836874
"391",1991,74,13,8,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,27.6538857163126
"392",1991,49,21,12,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,2.65388571631256
"395",1991,71,8,7,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,24.6538857163126
"396",1991,40,12,12,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,-6.34611428368744
"397",1991,39,20,18,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-7.34611428368744
"398",1991,68,10,11,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,21.6538857163126
"399",1991,73,18,8,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,26.6538857163126
"400",1991,32,14,16,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-14.3461142836874
"401",1991,25,13,10,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-21.3461142836874
"402",1991,30,10,12,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-16.3461142836874
"404",1991,42,16,16,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-4.34611428368744
"405",1991,20,11,13,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-26.3461142836874
"406",1991,37,16,13,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,-9.34611428368744
"407",1991,28,12,12,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-18.3461142836874
"408",1991,23,17,16,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-23.3461142836874
"409",1991,37,15,12,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,-9.34611428368744
"410",1991,22,20,12,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,-24.3461142836874
"411",1991,48,17,12,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1.65388571631256
"412",1991,74,7,11,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,27.6538857163126
"414",1991,80,10,14,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,33.6538857163126
"415",1991,35,11,12,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,-11.3461142836874
"416",1991,31,5,13,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-15.3461142836874
"418",1991,23,18,12,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-23.3461142836874
"419",1991,30,10,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-16.3461142836874
"420",1991,32,3,10,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,-14.3461142836874
"421",1991,63,17,12,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,16.6538857163126
"422",1991,29,15,12,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-17.3461142836874
"423",1991,77,8,9,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,30.6538857163126
"424",1991,32,20,20,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-14.3461142836874
"425",1991,31,10,12,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,-15.3461142836874
"427",1991,21,5,12,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,-25.3461142836874
"428",1991,29,18,13,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,-17.3461142836874
"429",1991,33,13,14,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-13.3461142836874
"430",1991,34,18,10,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-12.3461142836874
"431",1991,30,9,12,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,-16.3461142836874
"432",1991,82,20,14,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,35.6538857163126
"433",1991,68,21,16,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,21.6538857163126
"434",1991,44,20,16,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,-2.34611428368744
"436",1991,30,13,12,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,-16.3461142836874
"438",1991,31,21,14,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,-15.3461142836874
"439",1991,37,10,12,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,-9.34611428368744
"440",1991,26,17,12,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,-20.3461142836874
"441",1991,78,9,8,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,31.6538857163126
"442",1991,31,21,17,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,-15.3461142836874
"443",1991,50,21,20,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,3.65388571631256
"444",1991,24,20,13,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-22.3461142836874
"445",1991,49,19,15,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,2.65388571631256
"446",1991,37,17,15,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,-9.34611428368744
"447",1991,44,21,18,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,-2.34611428368744
"448",1991,44,20,17,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-2.34611428368744
"449",1991,35,18,14,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,-11.3461142836874
"451",1991,72,14,12,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,25.6538857163126
"452",1991,33,18,12,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,-13.3461142836874
"453",1991,25,17,15,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,-21.3461142836874
"454",1991,77,16,20,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,30.6538857163126
"455",1991,44,18,16,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-2.34611428368744
"456",1991,42,11,14,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-4.34611428368744
"457",1991,43,3,12,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,-3.34611428368744
"458",1991,36,19,12,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-10.3461142836874
"459",1991,43,17,12,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,-3.34611428368744
"460",1991,53,21,20,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,6.65388571631256
"461",1991,41,14,12,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,-5.34611428368744
"462",1991,53,21,12,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,6.65388571631256
"463",1991,62,15,17,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,15.6538857163126
"464",1991,55,19,9,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,8.65388571631256
"465",1991,62,20,12,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,15.6538857163126
"467",1991,26,17,12,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-20.3461142836874
"468",1991,38,17,12,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,-8.34611428368744
"469",1991,42,13,12,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,-4.34611428368744
"470",1991,27,17,14,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-19.3461142836874
"471",1991,42,17,12,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-4.34611428368744
"472",1991,25,11,12,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,-21.3461142836874
"473",1991,48,18,12,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1.65388571631256
"474",1991,47,18,10,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0.653885716312558
"476",1991,28,17,12,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,-18.3461142836874
"477",1991,65,20,12,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,18.6538857163126
"479",1991,60,18,12,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,13.6538857163126
"480",1991,37,9,12,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,-9.34611428368744
"481",1991,67,17,12,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,20.6538857163126
"482",1991,19,11,10,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-27.3461142836874
"483",1991,33,21,14,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-13.3461142836874
"484",1991,44,18,8,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-2.34611428368744
"485",1991,42,19,16,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,-4.34611428368744
"486",1991,48,20,19,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1.65388571631256
"487",1991,67,21,17,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,20.6538857163126
"488",1991,37,19,16,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-9.34611428368744
"489",1991,41,20,16,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,-5.34611428368744
"490",1991,52,21,16,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,5.65388571631256
"491",1991,38,19,16,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-8.34611428368744
"492",1991,43,10,16,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,-3.34611428368744
"493",1991,31,17,12,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,-15.3461142836874
"494",1991,35,18,12,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-11.3461142836874
"495",1991,34,18,16,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-12.3461142836874
"496",1991,34,18,12,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-12.3461142836874
"497",1991,29,19,12,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-17.3461142836874
"498",1991,19,21,11,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-27.3461142836874
"499",1991,31,16,12,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,-15.3461142836874
"500",1991,27,20,16,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,-19.3461142836874
"501",1991,49,19,12,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,2.65388571631256
"502",1991,23,14,12,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-23.3461142836874
"503",1991,64,9,11,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,17.6538857163126
"504",1991,37,3,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-9.34611428368744
"505",1991,40,3,12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-6.34611428368744
"507",1991,31,8,12,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,-15.3461142836874
"508",1991,65,16,12,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,18.6538857163126
"509",1991,33,9,13,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-13.3461142836874
"510",1991,29,11,11,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,-17.3461142836874
"512",1991,62,18,11,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,15.6538857163126
"513",1991,65,5,7,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,18.6538857163126
"514",1991,76,15,10,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,29.6538857163126
"515",1991,41,18,13,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-5.34611428368744
"516",1991,34,11,18,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,-12.3461142836874
"517",1991,32,5,14,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-14.3461142836874
"518",1991,26,17,15,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-20.3461142836874
"519",1991,36,20,18,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-10.3461142836874
"520",1991,34,14,15,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-12.3461142836874
"521",1991,37,19,16,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-9.34611428368744
"523",1991,27,5,16,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-19.3461142836874
"524",1991,30,16,12,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,-16.3461142836874
"525",1991,39,13,12,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,-7.34611428368744
"526",1991,33,17,11,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-13.3461142836874
"527",1991,61,15,10,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,14.6538857163126
"528",1991,79,9,10,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,32.6538857163126
"529",1991,71,8,7,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,24.6538857163126
"530",1991,73,10,7,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,26.6538857163126
"531",1991,26,9,11,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,-20.3461142836874
"532",1991,20,14,10,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-26.3461142836874
"533",1991,39,7,12,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,-7.34611428368744
"534",1991,39,8,14,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,-7.34611428368744
"535",1991,33,4,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-13.3461142836874
"537",1991,26,8,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-20.3461142836874
"538",1991,59,4,12,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,12.6538857163126
"539",1991,28,3,13,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-18.3461142836874
"540",1991,61,16,12,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,14.6538857163126
"541",1991,79,5,11,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,32.6538857163126
"542",1991,21,12,13,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-25.3461142836874
"543",1991,57,10,12,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,10.6538857163126
"544",1991,45,14,12,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,-1.34611428368744
"545",1991,31,16,12,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-15.3461142836874
"546",1991,64,12,10,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,17.6538857163126
"547",1991,28,16,17,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,-18.3461142836874
"548",1991,22,15,14,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-24.3461142836874
"549",1991,36,16,17,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-10.3461142836874
"550",1991,78,10,12,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,31.6538857163126
"551",1991,63,14,11,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,16.6538857163126
"552",1991,62,11,9,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,15.6538857163126
"553",1991,63,15,12,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,16.6538857163126
"554",1991,48,18,16,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1.65388571631256
"555",1991,47,17,19,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0.653885716312558
"556",1991,32,9,16,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-14.3461142836874
"557",1991,73,5,12,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,26.6538857163126
"558",1991,30,15,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-16.3461142836874
"559",1991,54,10,12,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,7.65388571631256
"560",1991,51,18,12,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,4.65388571631256
"561",1991,74,21,18,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,27.6538857163126
"562",1991,42,19,16,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-4.34611428368744
"563",1991,48,20,12,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1.65388571631256
"564",1991,47,21,16,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0.653885716312558
"565",1991,37,17,9,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,-9.34611428368744
"566",1991,51,18,17,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,4.65388571631256
"567",1991,37,10,12,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,-9.34611428368744
"568",1991,69,8,12,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,22.6538857163126
"569",1991,89,15,16,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,42.6538857163126
"570",1991,63,17,9,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,16.6538857163126
"571",1991,62,15,12,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,15.6538857163126
"572",1991,48,14,12,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1.65388571631256
"574",1991,30,18,14,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-16.3461142836874
"575",1991,20,10,12,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-26.3461142836874
"576",1991,24,9,13,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,-22.3461142836874
"577",1991,40,11,10,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,-6.34611428368744
"578",1991,29,18,15,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,-17.3461142836874
"579",1991,65,12,16,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,18.6538857163126
"580",1991,31,10,12,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,-15.3461142836874
"581",1991,60,8,12,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,13.6538857163126
"582",1991,35,18,16,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,-11.3461142836874
"583",1991,61,13,13,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,14.6538857163126
"584",1991,32,20,16,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,-14.3461142836874
"585",1991,40,14,12,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,-6.34611428368744
"586",1991,38,18,14,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,-8.34611428368744
"587",1991,40,20,12,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-6.34611428368744
"588",1991,32,17,12,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-14.3461142836874
"589",1991,32,18,12,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,-14.3461142836874
